species_name,latitude_centroid_from_roll_et_al_2017,insular_endemic,maximum_svl,female_svl,activity_time,smallest_clutch,largest_clutch
Cyrtodactylus_majulah,1.38,yes,68.5,62.8,Nocturnal,2,2
Cyrtodactylus_malayanus,2.47,yes,117.8,107.7,Nocturnal,1,2
Cyrtodactylus_mamanwa,9.84,yes,92,NA,Nocturnal,NA,NA
Cyrtodactylus_mandalayensis,21.08,no,61.7,NA,Nocturnal,NA,NA
Cyrtodactylus_markuscombaii,26.95,no,72.2,70,Nocturnal,NA,NA
Cyrtodactylus_marmoratus,-2.83,yes,85.7,77.4,Nocturnal,2,2
Cyrtodactylus_martini,22.38,no,96.2,80.3,Nocturnal,2,2
Cyrtodactylus_martinstolli,26.95,no,82,70,Nocturnal,2,2
Cyrtodactylus_matsuii,5.42,yes,105,NA,Nocturnal,NA,NA
Cyrtodactylus_mcdonaldi,-16.66,no,105,90.1,Nocturnal,2,2
Cyrtodactylus_medioclivus,-5.28,yes,103.4,NA,NA,NA,NA
Cyrtodactylus_metropolis,3.23,no,82.2,72.9,Nocturnal,NA,NA
Cyrtodactylus_mimikanus,-3.78,yes,103,NA,NA,NA,NA
Cyrtodactylus_minor,-5.86,yes,72,71.3,Nocturnal,NA,NA
Cyrtodactylus_multiporus,17.54,no,98,86.4,Nocturnal,NA,NA
Cyrtodactylus_murua,-9.12,yes,113,NA,NA,NA,NA
Cyrtodactylus_nebulosus,20.1,no,54,NA,Nocturnal,NA,NA
Cyrtodactylus_nepalensis,29.31,no,72.6,NA,Nocturnal,NA,NA
Cyrtodactylus_nigriocularis,11.4,no,107.5,94.6,Nocturnal,NA,NA
Cyrtodactylus_novaeguineae,-6.13,yes,129,NA,Nocturnal,NA,NA
Cyrtodactylus_nuaulu,-3.2,yes,88.4,82.7,Nocturnal,NA,NA
Cyrtodactylus_oldhami,18.74,no,77,63,Nocturnal,2,2
Cyrtodactylus_otai,20.74,no,92.5,88.5,Nocturnal,2,2
Cyrtodactylus_pageli,18.92,no,89,73,Nocturnal,1,2
Cyrtodactylus_pantiensis,2.38,no,77.2,69.7,Nocturnal,NA,NA
Cyrtodactylus_papilionoides,16.78,no,93,NA,Nocturnal,1,2
Cyrtodactylus_papuensis,-5.77,yes,69.6,NA,NA,NA,NA
Cyrtodactylus_paradoxus,10.28,no,84,70.4,Nocturnal,2,2
Cyrtodactylus_payacola,4.14,no,67.7,66.7,Nocturnal,2,2
Cyrtodactylus_payarhtanensis,11.12,no,83,78.5,NA,NA,NA
Cyrtodactylus_peguensis,17.39,no,85,NA,Nocturnal,1,2
Cyrtodactylus_petani,-7.43,yes,57.2,53.8,Nocturnal,NA,NA
Cyrtodactylus_pharbaungensis,16.29,no,70.4,NA,NA,NA,NA
Cyrtodactylus_phetchaburiensis,12.79,no,63.2,63.2,Nocturnal,NA,NA
Cyrtodactylus_philippinicus,14.34,yes,97.6,80.4,Nocturnal,2,2
Cyrtodactylus_phongnhakebangensis,17.6,no,104.4,91.7,Nocturnal,2,2
Cyrtodactylus_phuketensis,8.05,yes,114.7,114.7,Nocturnal,2,2
Cyrtodactylus_phuocbinhensis,12.07,no,60.4,46,Nocturnal,NA,NA
Cyrtodactylus_phuquocensis,10.27,yes,85.8,82.8,Nocturnal,NA,NA
Cyrtodactylus_pronarus,-13.86,no,132.5,125.7,NA,NA,NA
Cyrtodactylus_psarops,-5.35,yes,82,67.7,Nocturnal,NA,NA
Cyrtodactylus_pseudoquadrivirgatus,15.26,no,87.5,75.1,Nocturnal,1,1
Cyrtodactylus_pubisulcus,2.84,yes,77,73.3,Nocturnal,1,2
Cyrtodactylus_puhuensis,20.55,no,79.2,NA,Nocturnal,NA,NA
Cyrtodactylus_pulchellus,5.38,no,125.2,NA,Nocturnal,2,2
Cyrtodactylus_pyinyaungensis,20.87,no,71.7,67.9,Nocturnal,NA,NA
Cyrtodactylus_quadrivirgatus,4.21,no,75.3,63.3,Nocturnal,2,2
Cyrtodactylus_ramboda,7.04,yes,99.1,86,Nocturnal,NA,NA
Cyrtodactylus_ranongensis,9.35,no,59.6,57.6,Nocturnal,NA,NA
Cyrtodactylus_redimiculus,9.24,yes,94.2,82.4,Nocturnal,2,2
Cyrtodactylus_rex,-4.16,yes,172,154.3,NA,NA,NA
Cyrtodactylus_rishivalleyensis,13.66,no,52.8,49.6,Nocturnal,NA,NA
Cyrtodactylus_robustus,-11.36,yes,161,146.9,Nocturnal,NA,NA
Cyrtodactylus_roesleri,17.76,no,75.3,71.7,Nocturnal,NA,NA
Cyrtodactylus_rosichonariefi,3.67,yes,54.6,NA,Nocturnal,NA,NA
Cyrtodactylus_rubidus,12.47,yes,80,NA,Nocturnal,2,2
Cyrtodactylus_rufford,17.5,no,72.5,NA,Nocturnal,NA,NA
Cyrtodactylus_russelli,25.45,no,116,116,Nocturnal,NA,NA
Cyrtodactylus_sadanensis,16.74,no,73.8,63.5,Nocturnal,NA,NA
Cyrtodactylus_sadansinensis,16.53,no,69.6,67.5,Nocturnal,NA,NA
Cyrtodactylus_sadleiri,-10.49,yes,88,NA,Nocturnal,2,2
Cyrtodactylus_saiyok,14.2,no,61,NA,Nocturnal,NA,NA
Cyrtodactylus_salomonensis,-7.94,yes,142,121.8,Nocturnal,NA,NA
Cyrtodactylus_samroiyot,12.17,no,66.9,66.9,Nocturnal,2,2
Cyrtodactylus_sangi,11.7,no,56.3,NA,Nocturnal,NA,NA
Cyrtodactylus_sanook,10.51,no,79.5,NA,Nocturnal,NA,NA
Cyrtodactylus_sanpelensis,16.37,no,73.9,69.4,Nocturnal,NA,NA
Cyrtodactylus_semenanjungensis,0.03,no,71.1,64,Nocturnal,2,2
Cyrtodactylus_semiadii,-7.3,yes,47.1,47,Nocturnal,1,2
Cyrtodactylus_semicinctus,-1.74,yes,89,86,Nocturnal,NA,NA
Cyrtodactylus_seribuatensis,2.39,yes,75,66.2,Nocturnal,2,2
Cyrtodactylus_sermowaiensis,-4,yes,105,73.4,NA,1,1
Cyrtodactylus_serratus,-6.37,yes,160,NA,Nocturnal,NA,NA
Cyrtodactylus_sharkari,4.7,no,100.1,NA,Nocturnal,NA,NA
Cyrtodactylus_shwetaungorum,20.85,no,102.2,101.4,Nocturnal,NA,NA
Cyrtodactylus_sinyineensis,16.74,no,91.6,88.9,Nocturnal,NA,NA
Cyrtodactylus_slowinskii,22,no,108,76,Nocturnal,NA,NA
Cyrtodactylus_soba,7.39,yes,105.7,97.7,Nocturnal,2,2
Cyrtodactylus_sommerladi,17.3,no,80.3,74.3,Nocturnal,NA,NA
Cyrtodactylus_soni,20.42,no,103,94.9,Nocturnal,NA,NA
Cyrtodactylus_sonlaensis,21.1,no,83.2,77.2,Nocturnal,NA,NA
Cyrtodactylus_soudthichaki,17.56,no,70,70,Nocturnal,NA,NA
Cyrtodactylus_speciosus,11.14,no,54,NA,Nocturnal,NA,NA
Cyrtodactylus_spelaeus,18.16,no,91,91,Nocturnal,NA,NA
Cyrtodactylus_spinosus,-1.45,yes,83.2,80.2,Nocturnal,2,2
Cyrtodactylus_srilekhae,13.16,no,50,46.3,Nocturnal,NA,NA
Cyrtodactylus_stresemanni,NA,no,95.5,NA,Nocturnal,NA,NA
Cyrtodactylus_subsolanus,6.42,yes,104.6,95.3,Nocturnal,NA,NA
Cyrtodactylus_sumonthai,12.88,no,80.7,70.9,Nocturnal,1,2
Cyrtodactylus_sumuroi,11.82,yes,84.9,NA,Nocturnal,NA,NA
Cyrtodactylus_surin,9.46,yes,80.4,67.3,Nocturnal,NA,NA
Cyrtodactylus_sworderi,3.94,no,80.1,NA,Nocturnal,2,2
Cyrtodactylus_tahuna,3.61,yes,79.2,79.2,Nocturnal,NA,NA
Cyrtodactylus_takouensis,10.83,no,81.1,77.7,Nocturnal,NA,NA
Cyrtodactylus_tamaiensis,27.7,no,90,NA,Nocturnal,NA,NA
Cyrtodactylus_tambora,-8.12,yes,47.4,43.4,Nocturnal,2,2
Cyrtodactylus_tanim,-5.5,yes,96.7,91.7,Nocturnal,2,2
Cyrtodactylus_tautbatorum,9.15,yes,68.7,62.2,Nocturnal,NA,NA
Cyrtodactylus_taynguyenensis,14.34,no,85,74.1,Nocturnal,NA,NA
Cyrtodactylus_tebuensis,5.6,no,85,77.7,Nocturnal,2,2
Cyrtodactylus_teyniei,18.17,no,89.9,89.9,Diurnal,NA,NA
Cyrtodactylus_thirakhupti,9.57,no,80,73.9,Nocturnal,NA,NA
Cyrtodactylus_thochuensis,9.3,yes,86.3,85.4,Nocturnal,2,2
Cyrtodactylus_thuongae,11.36,no,77.6,73.6,Nocturnal,NA,NA
Cyrtodactylus_tibetanus,29.72,no,54,54,Nocturnal,NA,NA
Cyrtodactylus_tigroides,14.12,no,85,74.6,Nocturnal,NA,NA
Cyrtodactylus_timur,5.6,no,120.5,112.2,Nocturnal,NA,NA
Cyrtodactylus_tiomanensis,2.75,yes,87,85.5,Nocturnal,2,2
Cyrtodactylus_triedrus,7.05,yes,62,51,Nocturnal,2,2
Cyrtodactylus_trilatofasciatus,4.41,no,122.2,110.6,Nocturnal,NA,NA
Cyrtodactylus_tripartitus,-10.67,yes,148,138.3,Nocturnal,NA,NA
Cyrtodactylus_tuberculatus,-15.45,no,140,105.5,Nocturnal,2,2
Cyrtodactylus_varadgirii,19.91,no,56,50.4,Nocturnal,2,2
Cyrtodactylus_variegatus,17.03,no,71,NA,Nocturnal,NA,NA
Cyrtodactylus_vilaphongi,19.81,no,86.1,73.5,Nocturnal,NA,NA
Cyrtodactylus_wakeorum,18.12,no,64,63.8,Nocturnal,2,2
Cyrtodactylus_wallacei,-3.44,yes,113.6,NA,NA,NA,NA
Cyrtodactylus_wangkulangkulae,7.09,no,73.9,73.9,Nocturnal,NA,NA
Cyrtodactylus_wayakonei,20.73,no,92.5,85,Nocturnal,2,2
Cyrtodactylus_welpyanensis,17.2,no,70.6,70.6,Nocturnal,NA,NA
Cyrtodactylus_wetariensis,-7.59,yes,70,NA,NA,NA,NA
Cyrtodactylus_yakhuna,8.19,yes,52,NA,Nocturnal,2,4
Cyrtodactylus_yangbayensis,12.14,no,92.3,85.4,Nocturnal,2,2
Cyrtodactylus_yathepyanensis,16.84,no,72.7,71.7,Nocturnal,NA,NA
Cyrtodactylus_yoshii,5.36,yes,103.5,95.5,Nocturnal,1,2
Cyrtodactylus_zhaoermii,29.35,no,59.8,58.1,Nocturnal,NA,NA
Cyrtodactylus_ziegleri,12.42,no,93,88.6,Nocturnal,NA,NA
Cyrtodactylus_zugi,-0.29,yes,159,149.7,Nocturnal,NA,NA
Cyrtopodion_agamuroides,28.29,no,50,NA,Cathemeral,2,2
Cyrtopodion_aravallensis,24.5,no,51,NA,Nocturnal,NA,NA
Cyrtopodion_baigii,36.01,no,46.5,40.1,Nocturnal,NA,NA
Cyrtopodion_belaense,26.19,no,40.5,39.9,Nocturnal,NA,NA
Cyrtopodion_brevipes,27.25,no,44,NA,Nocturnal,NA,NA
Cyrtopodion_fortmunroi,29.93,no,50.6,45,Nocturnal,2,2
Cyrtopodion_gastrophole,29.04,no,50,47.3,Nocturnal,NA,NA
Cyrtopodion_golubevi,27.87,no,59,47.5,Nocturnal,1,2
Cyrtopodion_hormozganum,27.4,no,46,44.6,Nocturnal,NA,NA
Cyrtopodion_indusoani,32.82,no,54,NA,Cathemeral,2,2
Cyrtopodion_kachhense,24.97,no,55,39,Nocturnal,1,2
Cyrtopodion_kiabii,28.51,no,46.9,45,Nocturnal,NA,NA
Cyrtopodion_kirmanense,29.11,no,51,NA,Cathemeral,NA,NA
Cyrtopodion_kohsulaimanai,31.78,no,59,48.1,Nocturnal,2,3
Cyrtopodion_mansarulus,33.98,no,NA,NA,Nocturnal,NA,NA
Cyrtopodion_medogense,29.8,no,38,38,Nocturnal,NA,NA
Cyrtopodion_montiumsalsorum,32.31,no,49,NA,Nocturnal,2,2
Cyrtopodion_persepolense,29.93,no,51,43.1,Nocturnal,NA,NA
Cyrtopodion_potoharense,34.2,no,52,NA,Nocturnal,1,2
Cyrtopodion_rhodocauda,31.19,no,64,56.5,Cathemeral,NA,NA
Cyrtopodion_rohtasfortai,33.35,no,57.3,NA,Nocturnal,2,2
Cyrtopodion_scabrum,30.26,no,65,45.1,Nocturnal,1,2
Cyrtopodion_sistanense,28.57,no,57,55.6,Diurnal,NA,NA
Cyrtopodion_watsoni,31.15,no,54,49.9,Cathemeral,2,2
Dactylocnemis_pacificus,-38.67,yes,100,86.1,Nocturnal,2,2
Dalmatolacerta_oxycephala,43.27,no,70.6,57.9,Diurnal,2,6
Dalophia_angolensis,-12.94,no,362,NA,NA,NA,NA
Dalophia_ellenbergeri,-14.36,no,420,NA,NA,NA,NA
Dalophia_gigantea,-6.81,no,705,NA,NA,NA,NA
Dalophia_longicauda,-18.37,no,520,NA,NA,2,4
Dalophia_luluae,-9.67,no,260,NA,NA,NA,NA
Dalophia_pistillum,-19.01,no,560,385.3,NA,3,4
Darevskia_alpina,43.58,no,68,55.8,Diurnal,2,6
Darevskia_armeniaca,41.48,no,73,64.3,Diurnal,1,7
Darevskia_bendimahiensis,39.41,no,63.5,63.5,Diurnal,2,2
Darevskia_bithynica,40.58,no,69.6,60.3,Diurnal,4,4
Darevskia_brauneri,43.7,no,71,59.2,Diurnal,2,5
Darevskia_caspica,36.38,no,67.4,56.2,Diurnal,NA,NA
Darevskia_caucasica,42.37,no,67,55.7,Diurnal,2,6
Darevskia_chlorogaster,36.55,no,72,59,Diurnal,3,10
Darevskia_clarkorum,41.38,no,70.1,59.3,Diurnal,NA,NA
Darevskia_daghestanica,42.26,no,58,49.7,Diurnal,2,4
Darevskia_dahli,41.14,no,64,57.9,Diurnal,2,5
Darevskia_defilippii,36.97,no,58,50.4,Diurnal,5,6
Darevskia_derjugini,42.05,no,65,54.7,Diurnal,1,8
Darevskia_kamii,37.13,no,67.8,58.7,Diurnal,NA,NA
Darevskia_kopetdaghica,37.73,no,56.8,NA,Diurnal,NA,NA
Darevskia_lindholmi,45.28,no,75,60.1,Diurnal,2,6
Darevskia_mixta,42.01,no,63,55.8,Diurnal,2,4
Darevskia_parvula,41.43,no,62.3,51.8,Diurnal,2,4
Darevskia_pontica,43.94,no,61.6,54,Diurnal,2,8
Darevskia_portschinskii,41.16,no,67,52,Diurnal,2,5
Darevskia_praticola,42.09,no,66,51.1,Diurnal,2,7
Darevskia_raddei,38.9,no,76,60.2,Diurnal,1,7
Darevskia_rostombekowi,40.75,no,60,51.5,Diurnal,1,4
Darevskia_rudis,42.18,no,88.5,68.5,Diurnal,2,8
Darevskia_sapphirina,39.16,no,59,56.2,Diurnal,3,4
Darevskia_saxicola,43.88,no,88,57.8,Diurnal,2,6
Darevskia_schaekeli,36.29,no,56.2,48.7,Diurnal,NA,NA
Darevskia_steineri,37.34,no,71,56.2,Diurnal,NA,NA
Darevskia_unisexualis,41.18,no,73,59.3,Diurnal,1,10
Darevskia_uzzelli,40.07,no,67,60.4,Diurnal,NA,NA
Darevskia_valentini,39.75,no,80,65.4,Diurnal,2,12
Dasia_griffini,9.48,yes,117,106,Diurnal,NA,NA
Dasia_grisea,9.88,no,130,NA,Diurnal,2,6
Dasia_haliana,7.51,yes,90,85,Diurnal,2,2
Dasia_johnsinghi,8.67,no,91.2,NA,Diurnal,NA,NA
Dasia_nicobarensis,8.77,yes,98,NA,Diurnal,NA,NA
Dasia_olivacea,2.89,no,150,87.3,Diurnal,5,14
Dasia_semicincta,6.77,yes,130,122.3,Diurnal,NA,NA
Dasia_subcaerulea,9.75,no,89.5,NA,Diurnal,NA,NA
Dasia_vittata,2.18,yes,96,72.4,Diurnal,1,4
Dasia_vyneri,1.66,yes,66,NA,Diurnal,NA,NA
Delma_australis,-30.3,no,93,70.8,Diurnal,2,2
Delma_borea,-20.54,no,98,74.8,Nocturnal,1,2
Delma_butleri,-27.38,no,96,82.6,Cathemeral,2,2
Delma_concinna,-29.64,no,112,NA,Cathemeral,2,2
Delma_desmosa,-23.17,no,90,78.4,Nocturnal,NA,NA
Delma_elegans,-22.26,no,97,NA,Nocturnal,NA,NA
Delma_fraseri,-31.73,no,140,110.7,Cathemeral,2,2
Delma_grayii,-26.12,no,125,101.3,Diurnal,2,2
Delma_haroldi,-20.31,no,75,NA,NA,NA,NA
Delma_hebesa,-34.04,no,85,69.5,NA,NA,NA
Delma_impar,-36.64,no,100,NA,Diurnal,1,2
Delma_inornata,-33.77,no,133,113.1,Cathemeral,2,2
Delma_labialis,-19.58,no,126,123,Diurnal,NA,NA
Delma_mitella,-18.07,no,200,NA,NA,NA,NA
Delma_molleri,-33.78,no,111,NA,Cathemeral,2,2
Delma_nasuta,-21.95,no,112,81,Cathemeral,2,2
Delma_pax,-21.59,no,98,81,Nocturnal,NA,NA
Delma_petersoni,-30.8,no,128.5,NA,NA,2,2
Delma_plebeia,-28.18,no,122,NA,Diurnal,2,2
Delma_tealei,-22.1,no,88,82.2,NA,NA,NA
Delma_tincta,-23.13,no,92,69.4,Cathemeral,1,2
Delma_torquata,-25.8,no,63,NA,NA,2,2
Dendragama_australis,-3.72,yes,78,68.5,Diurnal,4,4
Dendragama_boulengeri,2.51,yes,79,71.5,Diurnal,2,4
Dendragama_dioidema,4.56,yes,74,68,Diurnal,2,4
Dibamus_alfredi,6.87,no,135,98.5,NA,NA,NA
Dibamus_bogadeki,22.21,yes,180,146,Nocturnal,NA,NA
Dibamus_booliati,4.84,no,102.7,98.1,Cathemeral,NA,NA
Dibamus_bourreti,24.47,no,180,151.4,NA,NA,NA
Dibamus_celebensis,1.09,yes,188,NA,Diurnal,NA,NA
Dibamus_dalaiensis,12.44,no,127.6,123,NA,NA,NA
Dibamus_deharvengi,10.54,no,92,NA,NA,NA,NA
Dibamus_dezwaani,1.22,yes,123.1,123.1,NA,NA,NA
Dibamus_floweri,3.71,no,112,70,NA,NA,NA
Dibamus_greeri,14.85,no,86,85,NA,NA,NA
Dibamus_ingeri,4.75,yes,96,NA,Cathemeral,NA,NA
Dibamus_kondaoensis,8.69,yes,112.4,NA,NA,NA,NA
Dibamus_leucurus,7.67,yes,136,NA,Cathemeral,NA,NA
Dibamus_montanus,11.93,no,130,NA,NA,NA,NA
Dibamus_nicobaricum,6.99,yes,134.7,124.5,Cathemeral,NA,NA
Dibamus_novaeguineae,7.34,yes,165,148,NA,1,1
Dibamus_seramensis,-3.2,yes,203,NA,NA,NA,NA
Dibamus_smithi,12.14,no,108,NA,NA,NA,NA
Dibamus_somsaki,13.02,no,106.6,106.6,NA,NA,NA
Dibamus_taylori,-9.24,yes,169,NA,NA,NA,NA
Dibamus_tebal,2.48,yes,133.5,NA,NA,NA,NA
Dibamus_tiomanensis,2.83,yes,135,NA,Cathemeral,NA,NA
Dibamus_vorisi,5.02,yes,90.1,89.2,Cathemeral,NA,NA
Dicrodon_guttulatum,-4.16,no,163,NA,Diurnal,NA,NA
Dicrodon_heterolepis,-10.24,no,124,NA,NA,NA,NA
Dicrodon_holmbergi,-6.69,no,139,97,NA,NA,NA
Dierogekko_baaba,-20.05,yes,37.2,37.2,Nocturnal,NA,NA
Dierogekko_inexpectatus,-20.27,yes,39.5,37.5,Nocturnal,NA,NA
Dierogekko_insularis,-19.76,yes,41.4,37.7,Nocturnal,2,2
Dierogekko_kaalaensis,-20.61,yes,45.4,39.8,Nocturnal,NA,NA
Dierogekko_koniambo,-20.99,yes,43,42.1,Nocturnal,NA,NA
Dierogekko_nehoueensis,-20.47,yes,40.3,37.3,Nocturnal,2,2
Dierogekko_poumensis,-20.27,yes,38.3,35.2,Nocturnal,2,2
Dierogekko_thomaswhitei,-20.77,yes,44.9,44.3,Nocturnal,NA,NA
Dierogekko_validiclavis,-20.5,yes,45,43,Nocturnal,2,2
Dinarolacerta_montenegrina,42.5,no,65,58.5,Diurnal,NA,NA
Dinarolacerta_mosorensis,43.05,no,80,63.9,Diurnal,2,8
Diplodactylus_ameyi,-24.56,no,60.2,60.2,NA,NA,NA
Diplodactylus_barraganae,-17.3,no,49.5,NA,Nocturnal,NA,NA
Diplodactylus_bilybara,-23.22,no,60.8,NA,Nocturnal,NA,NA
Diplodactylus_calcicolus,-32.55,no,58,NA,Nocturnal,NA,NA
Diplodactylus_capensis,-22.15,no,66.5,60.7,Nocturnal,2,2
Diplodactylus_conspicillatus,-24,no,65,58.5,Nocturnal,1,2
Diplodactylus_custos,-16.29,no,58.2,NA,Nocturnal,NA,NA
Diplodactylus_fulleri,-23.35,no,51,NA,Nocturnal,NA,NA
Diplodactylus_furcosus,-32.5,no,57,NA,Nocturnal,NA,NA
Diplodactylus_galaxias,-21.47,no,46,43.8,NA,NA,NA
Diplodactylus_galeatus,-25.53,no,60,NA,Nocturnal,2,2
Diplodactylus_granariensis,-30.93,no,72,57.8,Nocturnal,2,2
Diplodactylus_hillii,-13.8,no,52.3,NA,Nocturnal,NA,NA
Diplodactylus_kenneallyi,-25.58,no,47.5,NA,Nocturnal,NA,NA
Diplodactylus_klugei,-24.77,no,58,NA,Nocturnal,2,2
Diplodactylus_laevis,-22.48,no,64.9,NA,Nocturnal,NA,NA
Diplodactylus_lateroides,-33.17,no,51,46.8,Nocturnal,2,2
Diplodactylus_mitchelli,-22.13,no,77,65.5,Nocturnal,NA,NA
Diplodactylus_nebulosus,-29.6,no,56,51.5,Nocturnal,NA,NA
Diplodactylus_ornatus,-26.78,no,58,53.4,Nocturnal,2,2
Diplodactylus_platyurus,-22,no,60.2,NA,Nocturnal,NA,NA
Diplodactylus_polyophthalmus,-32.28,no,56,49.9,Nocturnal,2,2
Diplodactylus_pulcher,-27.89,no,62,53,Nocturnal,1,2
Diplodactylus_savagei,-22.15,no,50,46.2,Nocturnal,NA,NA
Diplodactylus_tessellatus,-26.58,no,58,54.1,Nocturnal,2,2
Diplodactylus_vittatus,-29.96,no,59.5,NA,Nocturnal,2,2
Diplodactylus_wiru,-30.58,no,59.5,NA,Nocturnal,NA,NA
Diploglossus_atitlanensis,14.38,no,119.5,NA,Diurnal,12,12
Diploglossus_bilobatus,9.9,no,99,70.5,Cathemeral,6,15
Diploglossus_delasagra,22.64,yes,121,105.5,Diurnal,2,6
Diploglossus_fasciatus,-17.42,no,170,120.3,Diurnal,4,4
Diploglossus_garridoi,20.05,yes,103,103,NA,4,4
Diploglossus_lessonae,-7.48,no,162,144,Diurnal,1,7
Diploglossus_microlepis,NA,yes,74,NA,NA,NA,NA
Diploglossus_millepunctatus,3.98,yes,280,NA,Diurnal,NA,NA
Diploglossus_monotropis,5.84,no,215,169,Diurnal,4,7
Diploglossus_montisilvestris,7.69,no,100,100,Diurnal,NA,NA
Diploglossus_montisserrati,16.76,yes,180,NA,Nocturnal,NA,NA
Diploglossus_nigropunctatus,20.32,yes,121,113,NA,4,5
Diploglossus_owenii,NA,no,64,NA,NA,NA,NA
Diploglossus_pleii,18.28,yes,160,NA,NA,2,4
Diplolaemus_bibronii,-46.85,no,120,67,Diurnal,3,7
Diplolaemus_darwinii,-47.89,no,120,94.5,Diurnal,NA,NA
Diplolaemus_leopardinus,-36.93,no,80,77,Diurnal,NA,NA
Diplolaemus_sexcinctus,-40.3,no,120,NA,Diurnal,NA,NA
Diplometopon_zarudnyi,26.22,no,185,NA,Nocturnal,NA,NA
Diporiphora_adductus,-23.25,no,67.5,62,NA,NA,NA
Diporiphora_albilabris,-15.74,no,59.5,54.4,Diurnal,1,8
Diporiphora_ameliae,-23.44,no,66.9,66.7,NA,NA,NA
Diporiphora_amphiboluroides,-26.73,no,99,87.9,Diurnal,12,12
Diporiphora_arnhemica,-15.7,no,63,52.3,NA,4,5
Diporiphora_australis,-20.7,no,77,54.6,Diurnal,1,8
Diporiphora_bennettii,-15.72,no,80,52.6,Diurnal,4,5
Diporiphora_bilineata,-16.69,no,70,53.4,Diurnal,4,8
Diporiphora_convergens,-14.5,no,34,NA,NA,NA,NA
Diporiphora_lalliae,-19.51,no,76,53.4,Diurnal,NA,NA
Diporiphora_linga,-31.26,no,61,51.9,Diurnal,NA,NA
Diporiphora_magna,-16.39,no,90,59.2,Diurnal,NA,NA
Diporiphora_margaretae,-14.93,no,59,NA,Diurnal,6,6
Diporiphora_nobbi,-27.75,no,84,67.7,Diurnal,4,9
Diporiphora_paraconvergens,-23.21,no,60,56.5,Diurnal,3,3
Diporiphora_phaeospinosa,-24.53,no,75,62.3,Diurnal,NA,NA
Diporiphora_pindan,-19.87,no,61,51.9,Diurnal,NA,NA
Diporiphora_reginae,-29.62,no,72,64.3,Diurnal,NA,NA
Diporiphora_superba,-16.03,no,95,77.5,Diurnal,5,8
Diporiphora_valens,-23.15,no,78,70,Diurnal,NA,NA
Diporiphora_vescus,-21.14,no,62.5,57,Diurnal,NA,NA
Diporiphora_winneckei,-24.59,no,70,59.7,Diurnal,1,7
Dipsosaurus_catalinensis,25.64,yes,129,NA,Diurnal,NA,NA
Dipsosaurus_dorsalis,31.79,no,154,114,Diurnal,2,8
Dixonius_aaronbaueri,11.41,no,38.6,37.1,Nocturnal,NA,NA
Dixonius_hangseesom,14.06,no,42.1,37.8,Nocturnal,NA,NA
Dixonius_kaweesaki,12.14,no,41.6,35.6,Nocturnal,NA,NA
Dixonius_melanostictus,12.27,no,50,36.8,Nocturnal,NA,NA
Dixonius_minhlei,15.21,no,47.5,45.9,Nocturnal,NA,NA
Dixonius_siamensis,14.69,no,57,42.5,Nocturnal,1,2
Dixonius_taoi,10.53,yes,43.9,36.6,Nocturnal,NA,NA
Dixonius_vietnamensis,12.84,no,50,44.1,Nocturnal,2,2
Dopasia_buettikoferi,1.34,yes,125,NA,Diurnal,NA,NA
Dopasia_gracilis,24.19,no,350,NA,Cathemeral,3,7
Dopasia_hainanensis,18.71,no,285,NA,Diurnal,21,21
Dopasia_harti,26.81,no,286,212.9,Diurnal,5,6
Dopasia_ludovici,22.1,no,195,195,Diurnal,NA,NA
Dopasia_sokolovi,13.72,no,176,NA,Diurnal,9,9
Dopasia_wegneri,-0.34,yes,175,NA,Diurnal,NA,NA
Dracaena_guianensis,-4.25,no,412,324,Diurnal,2,15
Dracaena_paraguayensis,-16.52,no,450,242,Diurnal,NA,NA
Draco_abbreviatus,4.39,no,140,120.3,Diurnal,3,4
Draco_beccarii,-2.68,yes,81,71.2,Diurnal,1,4
Draco_biaro,2.1,yes,76.1,73,Diurnal,2,2
Draco_bimaculatus,8.08,yes,73,66.4,Diurnal,2,2
Draco_blanfordii,18.33,no,135,103.5,Diurnal,4,7
Draco_boschmai,-8.78,yes,90.6,75.9,NA,3,4
Draco_caerulhians,3.56,yes,82,74.6,Diurnal,NA,NA
Draco_cornutus,0.86,yes,92,80.4,Diurnal,1,4
Draco_cristatellus,2.66,yes,91.7,82.4,Diurnal,NA,NA
Draco_cyanopterus,7.69,yes,95,91.3,Diurnal,3,4
Draco_dussumieri,12.11,no,100,82.9,Diurnal,1,6
Draco_fimbriatus,2.04,no,132.1,101.5,Diurnal,1,4
Draco_formosus,4.54,no,112,84.7,Diurnal,3,4
Draco_guentheri,7.69,yes,98.4,90.9,Diurnal,NA,NA
Draco_haematopogon,4.29,no,104,80.9,Diurnal,2,3
Draco_indochinensis,12.62,no,117,NA,Diurnal,3,3
Draco_iskandari,2.35,yes,77.5,74.5,Diurnal,NA,NA
Draco_jareckii,20.42,yes,90,81,Diurnal,NA,NA
Draco_lineatus,-3.38,yes,91,71.9,Diurnal,2,3
Draco_maculatus,19.41,no,96,71.6,Diurnal,2,5
Draco_maximus,2.66,no,153,128.6,Diurnal,1,6
Draco_melanopogon,3.02,no,93.2,81.4,Diurnal,1,3
Draco_mindanensis,8.33,yes,110,82.5,Diurnal,2,2
Draco_modiglianii,-5.4,yes,74.2,60.9,Diurnal,1,2
Draco_norvillii,26.73,no,112,NA,Diurnal,NA,NA
